Identification,Condition,Healthy,Scab,Anthracnose
Avocado 3638,Scab,0,1,0
Avocado 3639,Anthracnose,0,0,1
Avocado 3640,Anthracnose,0,0,1
Avocado 3641,Scab,0,1,0
Avocado 3642,Healthy,1,0,0
Avocado 3643,Healthy,1,0,0
Avocado 3644,Healthy,1,0,0
Avocado 3645,Healthy,1,0,0
Avocado 3646,Healthy,1,0,0
Avocado 3647,Healthy,1,0,0
Avocado 3648,Healthy,1,0,0
Avocado 3649,Healthy,1,0,0
Avocado 3650,Anthracnose,0,0,1
Avocado 3651,Scab,0,1,0
Avocado 3652,Scab,0,1,0
Avocado 3653,Scab,0,1,0
Avocado 3654,Healthy,1,0,0
Avocado 3655,Healthy,1,0,0
Avocado 3656,Healthy,1,0,0
Avocado 3657,Healthy,1,0,0
Avocado 3658,Healthy,1,0,0
Avocado 3659,Healthy,1,0,0
Avocado 3660,Anthracnose,0,0,1
Avocado 3661,Anthracnose,0,0,1
Avocado 3662,Anthracnose,0,0,1
Avocado 3663,Scab,0,1,0
Avocado 3664,Anthracnose,0,0,1
Avocado 3665,Anthracnose,0,0,1
Avocado 3666,Healthy,1,0,0
Avocado 3667,Scab,0,1,0
Avocado 3668,Healthy,1,0,0
Avocado 3669,Scab,0,1,0
Avocado 3670,Anthracnose,0,0,1
Avocado 3671,Anthracnose,0,0,1
Avocado 3672,Anthracnose,0,0,1
Avocado 3673,Anthracnose,0,0,1
Avocado 3674,Anthracnose,0,0,1
Avocado 3675,Healthy,1,0,0
Avocado 3676,Healthy,1,0,0
Avocado 3677,Scab,0,1,0
Avocado 3678,Anthracnose,0,0,1
Avocado 3679,Healthy,1,0,0
Avocado 3680,Healthy,1,0,0
Avocado 3681,Healthy,1,0,0
Avocado 3682,Healthy,1,0,0
Avocado 3683,Anthracnose,0,0,1
Avocado 3684,Scab,0,1,0
Avocado 3685,Healthy,1,0,0
Avocado 3686,Healthy,1,0,0
Avocado 3687,Healthy,1,0,0
Avocado 3688,Anthracnose,0,0,1
Avocado 3689,Healthy,1,0,0
Avocado 3690,Healthy,1,0,0
Avocado 3691,Healthy,1,0,0
Avocado 3692,Healthy,1,0,0
Avocado 3693,Healthy,1,0,0
Avocado 3694,Healthy,1,0,0
Avocado 3695,Healthy,1,0,0
Avocado 3696,Healthy,1,0,0
Avocado 3697,Scab,0,1,0
Avocado 3698,Healthy,1,0,0
Avocado 3699,Anthracnose,0,0,1
Avocado 3700,Healthy,1,0,0
Avocado 3701,Healthy,1,0,0
Avocado 3702,Healthy,1,0,0
Avocado 3703,Healthy,1,0,0
Avocado 3704,Healthy,1,0,0
Avocado 3705,Healthy,1,0,0
Avocado 3706,Healthy,1,0,0
Avocado 3707,Anthracnose,0,0,1
Avocado 3708,Healthy,1,0,0
Avocado 3709,Healthy,1,0,0
Avocado 3710,Healthy,1,0,0
Avocado 3711,Healthy,1,0,0
Avocado 3712,Healthy,1,0,0
Avocado 3713,Healthy,1,0,0
Avocado 3714,Healthy,1,0,0
Avocado 3715,Healthy,1,0,0
Avocado 3716,Healthy,1,0,0
Avocado 3717,Scab,0,1,0
Avocado 3718,Anthracnose,0,0,1
Avocado 3719,Healthy,1,0,0
Avocado 3720,Healthy,1,0,0
Avocado 3721,Healthy,1,0,0
Avocado 3722,Healthy,1,0,0
Avocado 3723,Healthy,1,0,0
Avocado 3724,Scab,0,1,0
Avocado 3725,Healthy,1,0,0
Avocado 3726,Healthy,1,0,0
Avocado 3727,Scab,0,1,0
Avocado 3728,Scab,0,1,0
Avocado 3729,Anthracnose,0,0,1
Avocado 3730,Healthy,1,0,0
Avocado 3731,Healthy,1,0,0
Avocado 3732,Healthy,1,0,0
Avocado 3733,Healthy,1,0,0
Avocado 3734,Scab,0,1,0
Avocado 3735,Healthy,1,0,0
Avocado 3736,Anthracnose,0,0,1
Avocado 3737,Scab,0,1,0
Avocado 3738,Healthy,1,0,0
Avocado 3739,Healthy,1,0,0
Avocado 3740,Healthy,1,0,0
Avocado 3741,Healthy,1,0,0
Avocado 3742,Healthy,1,0,0
Avocado 3743,Healthy,1,0,0
Avocado 3744,Healthy,1,0,0
Avocado 3745,Scab,0,1,0
Avocado 3746,Anthracnose,0,0,1
Avocado 3747,Healthy,1,0,0
Avocado 3748,Healthy,1,0,0
Avocado 3749,Anthracnose,0,0,1
Avocado 3750,Scab,0,1,0
Avocado 3751,Healthy,1,0,0
Avocado 3752,Anthracnose,0,0,1
Avocado 3753,Healthy,1,0,0
Avocado 3754,Healthy,1,0,0
Avocado 3755,Anthracnose,0,0,1
Avocado 3756,Anthracnose,0,0,1
Avocado 3757,Healthy,1,0,0
Avocado 3758,Healthy,1,0,0
Avocado 3759,Healthy,1,0,0
Avocado 3760,Healthy,1,0,0
Avocado 3761,Scab,0,1,0
Avocado 3762,Scab,0,1,0
Avocado 3763,Scab,0,1,0
Avocado 3764,Scab,0,1,0
Avocado 3765,Scab,0,1,0
Avocado 3766,Scab,0,1,0
Avocado 3767,Healthy,1,0,0
Avocado 3768,Healthy,1,0,0
Avocado 3769,Anthracnose,0,0,1
Avocado 3770,Anthracnose,0,0,1
Avocado 3771,Anthracnose,0,0,1
Avocado 3772,Anthracnose,0,0,1
Avocado 3773,Healthy,1,0,0
Avocado 3774,Healthy,1,0,0
Avocado 3775,Anthracnose,0,0,1
Avocado 3776,Anthracnose,0,0,1
Avocado 3777,Healthy,1,0,0
Avocado 3778,Healthy,1,0,0
Avocado 3779,Healthy,1,0,0
Avocado 3780,Healthy,1,0,0
Avocado 3781,Healthy,1,0,0
Avocado 3782,Healthy,1,0,0
Avocado 3783,Healthy,1,0,0
Avocado 3784,Healthy,1,0,0
Avocado 3785,Healthy,1,0,0
Avocado 3786,Anthracnose,0,0,1
Avocado 3787,Healthy,1,0,0
Avocado 3788,Healthy,1,0,0
Avocado 3789,Anthracnose,0,0,1
Avocado 3790,Healthy,1,0,0
Avocado 3791,Healthy,1,0,0
Avocado 3792,Scab,0,1,0
Avocado 3793,Healthy,1,0,0
Avocado 3794,Healthy,1,0,0
Avocado 3795,Anthracnose,0,0,1
Avocado 3796,Anthracnose,0,0,1
Avocado 3797,Anthracnose,0,0,1
Avocado 3798,Anthracnose,0,0,1
Avocado 3799,Anthracnose,0,0,1
Avocado 3800,Scab,0,1,0
Avocado 3801,Scab,0,1,0
Avocado 3802,Scab,0,1,0
Avocado 3803,Healthy,1,0,0
Avocado 3804,Healthy,1,0,0
Avocado 3805,Anthracnose,0,0,1
Avocado 3806,Scab,0,1,0
Avocado 3807,Healthy,1,0,0
Avocado 3808,Anthracnose,0,0,1
Avocado 3809,Healthy,1,0,0
Avocado 3810,Anthracnose,0,0,1
Avocado 3811,Anthracnose,0,0,1
Avocado 3812,Scab,0,1,0
Avocado 3813,Scab,0,1,0
Avocado 3814,Healthy,1,0,0
Avocado 3815,Anthracnose,0,0,1
Avocado 3816,Anthracnose,0,0,1
Avocado 3817,Healthy,1,0,0
Avocado 3818,Healthy,1,0,0
Avocado 3819,Scab,0,1,0
Avocado 3820,Scab,0,1,0
Avocado 3821,Healthy,1,0,0
Avocado 3822,Anthracnose,0,0,1
Avocado 3823,Healthy,1,0,0
Avocado 3824,Healthy,1,0,0
Avocado 3825,Anthracnose,0,0,1
Avocado 3826,Healthy,1,0,0
Avocado 3827,Healthy,1,0,0
Avocado 3828,Scab,0,1,0
Avocado 3829,Anthracnose,0,0,1
Avocado 3830,Healthy,1,0,0
Avocado 3831,Healthy,1,0,0
Avocado 3832,Anthracnose,0,0,1
Avocado 3833,Anthracnose,0,0,1
Avocado 3834,Anthracnose,0,0,1
Avocado 3835,Scab,0,1,0
Avocado 3836,Anthracnose,0,0,1
Avocado 3837,Healthy,1,0,0
Avocado 3838,Healthy,1,0,0
Avocado 3839,Healthy,1,0,0
Avocado 3840,Healthy,1,0,0
Avocado 3841,Healthy,1,0,0
Avocado 3842,Healthy,1,0,0
Avocado 3843,Healthy,1,0,0
Avocado 3844,Healthy,1,0,0
Avocado 3845,Healthy,1,0,0
Avocado 3846,Scab,0,1,0
Avocado 3847,Scab,0,1,0
Avocado 3848,Anthracnose,0,0,1
Avocado 3849,Anthracnose,0,0,1
Avocado 3850,Healthy,1,0,0
Avocado 3851,Healthy,1,0,0
Avocado 3852,Healthy,1,0,0
Avocado 3853,Healthy,1,0,0
Avocado 3854,Healthy,1,0,0
Avocado 3855,Healthy,1,0,0
Avocado 3856,Healthy,1,0,0
Avocado 3857,Healthy,1,0,0
Avocado 3858,Scab,0,1,0
Avocado 3859,Scab,0,1,0
Avocado 3860,Anthracnose,0,0,1
Avocado 3861,Healthy,1,0,0
Avocado 3862,Healthy,1,0,0
Avocado 3863,Anthracnose,0,0,1
Avocado 3864,Anthracnose,0,0,1
Avocado 3865,Anthracnose,0,0,1
Avocado 3866,Healthy,1,0,0
Avocado 3867,Healthy,1,0,0
Avocado 3868,Anthracnose,0,0,1
Avocado 3869,Anthracnose,0,0,1
Avocado 3870,Healthy,1,0,0
Avocado 3871,Scab,0,1,0
Avocado 3872,Scab,0,1,0
Avocado 3873,Healthy,1,0,0
Avocado 3874,Healthy,1,0,0
Avocado 3875,Healthy,1,0,0
Avocado 3876,Healthy,1,0,0
Avocado 3877,Healthy,1,0,0
Avocado 3878,Healthy,1,0,0
Avocado 3879,Anthracnose,0,0,1
Avocado 3880,Anthracnose,0,0,1
Avocado 3881,Healthy,1,0,0
Avocado 3882,Healthy,1,0,0
Avocado 3883,Anthracnose,0,0,1
Avocado 3884,Anthracnose,0,0,1
Avocado 3885,Anthracnose,0,0,1
Avocado 3886,Anthracnose,0,0,1
Avocado 3887,Anthracnose,0,0,1
Avocado 3888,Anthracnose,0,0,1
Avocado 3889,Anthracnose,0,0,1
Avocado 3890,Scab,0,1,0
Avocado 3891,Healthy,1,0,0
Avocado 3892,Healthy,1,0,0
Avocado 3893,Anthracnose,0,0,1
Avocado 3894,Scab,0,1,0
Avocado 3895,Scab,0,1,0
Avocado 3896,Anthracnose,0,0,1
Avocado 3897,Anthracnose,0,0,1
Avocado 3898,Anthracnose,0,0,1
Avocado 3899,Healthy,1,0,0
Avocado 3900,Healthy,1,0,0
Avocado 3901,Healthy,1,0,0
Avocado 3902,Healthy,1,0,0
Avocado 3903,Healthy,1,0,0
Avocado 3904,Anthracnose,0,0,1
Avocado 3905,Anthracnose,0,0,1
Avocado 3906,Anthracnose,0,0,1
Avocado 3907,Scab,0,1,0
Avocado 3908,Healthy,1,0,0
Avocado 3909,Healthy,1,0,0
Avocado 3910,Anthracnose,0,0,1
Avocado 3911,Healthy,1,0,0
Avocado 3912,Healthy,1,0,0
Avocado 3913,Scab,0,1,0
Avocado 3914,Anthracnose,0,0,1
Avocado 3915,Anthracnose,0,0,1
Avocado 3916,Anthracnose,0,0,1
Avocado 3917,Anthracnose,0,0,1
Avocado 3918,Anthracnose,0,0,1
Avocado 3919,Anthracnose,0,0,1
Avocado 3920,Healthy,1,0,0
Avocado 3921,Healthy,1,0,0
Avocado 3922,Anthracnose,0,0,1
Avocado 3923,Anthracnose,0,0,1
Avocado 3924,Healthy,1,0,0
Avocado 3925,Anthracnose,0,0,1
Avocado 3926,Healthy,1,0,0
Avocado 3927,Healthy,1,0,0
Avocado 3928,Healthy,1,0,0
Avocado 3929,Healthy,1,0,0
Avocado 3930,Anthracnose,0,0,1
Avocado 3931,Anthracnose,0,0,1
Avocado 3932,Healthy,1,0,0
Avocado 3933,Healthy,1,0,0
Avocado 3934,Healthy,1,0,0
Avocado 3935,Healthy,1,0,0
Avocado 3936,Healthy,1,0,0
Avocado 3937,Anthracnose,0,0,1
Avocado 3938,Anthracnose,0,0,1
Avocado 3939,Anthracnose,0,0,1
Avocado 3940,Scab,0,1,0
Avocado 3941,Scab,0,1,0
Avocado 3942,Scab,0,1,0
Avocado 3943,Healthy,1,0,0
Avocado 3944,Healthy,1,0,0
Avocado 3945,Healthy,1,0,0
Avocado 3946,Scab,0,1,0
Avocado 3947,Scab,0,1,0
Avocado 3948,Scab,0,1,0
Avocado 3949,Scab,0,1,0
Avocado 3950,Anthracnose,0,0,1
Avocado 3951,Anthracnose,0,0,1
Avocado 3952,Anthracnose,0,0,1
Avocado 3953,Anthracnose,0,0,1
Avocado 3954,Healthy,1,0,0
Avocado 3955,Healthy,1,0,0
Avocado 3956,Healthy,1,0,0
Avocado 3957,Healthy,1,0,0
Avocado 3958,Scab,0,1,0
Avocado 3959,Anthracnose,0,0,1
Avocado 3960,Anthracnose,0,0,1
Avocado 3961,Anthracnose,0,0,1
Avocado 3962,Healthy,1,0,0
Avocado 3963,Healthy,1,0,0
Avocado 3964,Anthracnose,0,0,1
Avocado 3965,Healthy,1,0,0
Avocado 3966,Anthracnose,0,0,1
Avocado 3967,Anthracnose,0,0,1
Avocado 3968,Healthy,1,0,0
Avocado 3969,Healthy,1,0,0
Avocado 3970,Healthy,1,0,0
Avocado 3971,Anthracnose,0,0,1
Avocado 3972,Anthracnose,0,0,1
Avocado 3973,Anthracnose,0,0,1
Avocado 3974,Healthy,1,0,0
Avocado 3975,Anthracnose,0,0,1
Avocado 3976,Healthy,1,0,0
Avocado 3977,Healthy,1,0,0
Avocado 3978,Healthy,1,0,0
Avocado 3979,Healthy,1,0,0
Avocado 3980,Scab,0,1,0
Avocado 3981,Healthy,1,0,0
Avocado 3982,Scab,0,1,0
Avocado 3983,Anthracnose,0,0,1
